"acidez_fija","acidez_volatil","acido_citrico","azucares_residuales","cloruros","dioxido_azufre_libre","dioxido_azufre_total","densidad","pH","sulfatos","alcohol","calidad"
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5.92796549253446
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,4.15083084813831
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6.19103415624482
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5.50786177134782
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5.10691411305081
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,4.47484671350269
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7.5646994840345
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7.1023528491045
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,5.36190125617077
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,6.16717057143876
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,6.25203046069589
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,7.59289811274894
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,5.88665700764918
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5.31995561765219
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6.18613815363654
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,4.18769939856644
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,3.83422615185083
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,4.93021848970484
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5.68363777502565
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6.38167442110929
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,5.70423754550281
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,5.49948706104937
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6.16264005405033
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4.09441200832969
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.37782704801564
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,4.76252122982666
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6.53961243192186
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,5.50151308359825
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,5.80167317992802
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7.44448871423554
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6.59398296517627
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,4.83689717912797
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6.06431424420969
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5.36526740704078
13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,4.12950541190562
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6.28837535992513
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,4.50309543776192
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6.61215180729866
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5.32308921926158
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5.46143137699737
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6.07243159757222
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5.51818906049465
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5.82830871698872
8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,6.17974880927338
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,4.98296296715056
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,3.65056934580056
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6.01891560275639
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.12333672506998
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,4.90679279171336
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5.34097317246624
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5.60640677870856
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,5.68921054189931
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,4.82354280370633
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6.2387053252802
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,4.66986575510652
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6.05476043009294
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,2.82297544066882
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,4.32806016716143
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,4.20334671463752
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,4.48782578196366
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,4.5840172832416
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7.22938308552782
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6.58926780151358
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.56356988254748
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,4.4018966105732
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.37498668460629
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,4.7512467641818
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,4.85658255910846
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7.29017052030296
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,4.80720509469897
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,2.75290643868399
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,6.94513943466992
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6.71231208639093
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5.7149607611062
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,4.52662206913326
15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,4.07133407381746
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,7.47483629511916
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,4.90254683451235
9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,4.94152924993663
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5.25234451321889
12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,6.03157632602853
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,5.56306853328523
7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,3.07573455682599
7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,5.58414323159364
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5.07130965980274
7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,5.18117432520785
10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6.35398960762039
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5.1736064172904
9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,4.45747098462762
8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6.13579496542864
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6.44884869749631
10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5.63665715195704
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,5.87229103281208
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,4.94381792365337
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,4.94797151901084
9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5.86487705363303
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.6750431353668
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.50064094065422
9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,4.82759552009558
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6.22394486049984
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5.24197419873242
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,4.37499602342641
10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,3.96301729080755
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5.38509801659097
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,5.08241368129175
8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5.00101021309053
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.150148692809
9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5.33832043418353
8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5.11365574250889
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,4.56028771622173
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5.59181951593728
7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,6.04318026014375
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5.52870728535527
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,1.83380945920561
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5.83974571124177
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,4.96636643228824
9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5.31494856759157
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5.37321994152264
5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,5.94198835607598
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,5.95484208141076
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.61149424159854
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5.42696115349175
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6.59415734762654
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,7.4297560171382
7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6.39864951821645
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6.12442869443118
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,2.67362013365463
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,5.61502840194767
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,4.71039390692222
7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,6.42484082905724
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5.22478614080299
7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6.92305811933808
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,5.93417380729426
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5.30688245281888
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5.12837478778536
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,4.8883275803759
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,4.9277637052265
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5.60770060150655
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,5.8791251118171
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,3.77739050333552
7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,4.8824664507021
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.32387436332176
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5.36987342981086
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.36994069048646
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,3.98473908747855
7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5.22124523480672
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5.58071552596824
7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4.76594720888059
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,4.86502323737353
8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,5.80686444829032
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5.89270269912682
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,3.99924317253241
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,5.73790201385212
9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5.27447724761447
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,4.02933574077126
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5.16777671745905
7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,6.12671841263132
7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,4.9975636079382
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,4.83292758502185
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5.28494702842043
8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,5.83255669752762
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5.48804022444744
9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5.54266127866982
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6.00161499673807
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,4.29398470535016
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,4.20906756352455
11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,4.64420158060681
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5.4784283003299
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,4.82507689520584
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,4.86820490476047
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,4.60773210514394
7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6.23663690878835
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,5.451860371101
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.53204942225764
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.20002198209311
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,4.89761622905683
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.49129688191907
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6.23301909769162
7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,5.73243898367271
6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6.1386689606509
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.38850801478655
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5.21377000691723
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,4.60519387523031
9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5.51312132303851
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5.69176173533517
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6.165764733926
9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5.08646279747731
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,5.9546249515321
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,7.29684950778167
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5.16578931928148
7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,4.90502358278003
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,4.49524931868165
7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,4.06083094098168
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,5.95339607963366
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5.12377642690586
9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5.16612347531697
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6.49290406826917
7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,5.88350855440773
7.2,1,0,3,0.102,7,16,0.99586,3.43,0.46,10,5.72875327668954
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,5.44709037427825
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,5.27493436773416
8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5,4.26260829346771
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5.44537821451191
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,5.95024803459646
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5.4738907530923
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,4.83937614706575
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,4.64486473867231
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,4.7789884549241
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,3.88842990545496
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,4.29823084375153
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,5.13477921218493
10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6.63259336318521
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,4.64160194518232
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,6.47367591167411
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5.90989436101517
7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,5.88493511453403
7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,5.17032734381141
10.1,0.27,0.54,2.3,0.065,7,26,0.99531,3.17,0.53,12.5,4.94935948836235
10.8,0.89,0.3,2.6,0.132,7,60,0.99786,2.99,1.18,10.2,4.50879813348812
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5.0337289096297
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7.17945214200169
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,5.54436112962067
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,7.61091539953608
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,4.72496591654457
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5.03854613397802
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7.38987512029211
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,5.9843888191356
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,5.61385956778373
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7.62718339837798
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7.96932719392432
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,6.9821836173701
7.4,0.53,0.12,1.9,0.165,4,12,0.99702,3.26,0.86,9.2,5.33736040724184
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,5.94155250089842
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5.6098731306213
12.9,0.5,0.55,2.8,0.072,7,24,1.00012,3.09,0.68,10.9,5.30629956344409
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,6.39251613439669
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,3.637881251327
12.6,0.41,0.54,2.8,0.103,19,41,0.99939,3.21,0.76,11.3,5.12469035133714
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,4.78944930368416
9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5,6.088025090487
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6.97417272460814
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5.54672580606279
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5.08547505922747
7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,4.1663098856071
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,6.48037735319673
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,4.90202904066242
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,6.53181566807636
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,3.88386345546895
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.67863279110761
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,6.68365944565965
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.99959453999245
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,7.31647961601596
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6.08617394079765
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,3.34026943497835
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6.542109855817
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3.89026769324285
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,5.17043260384069
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5.47856039455371
7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,6.10595975274669
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7.74785434519699
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,6.92087505290559
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7.28622234297082
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,4.41680347311444
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,6.8888786983594
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5.73257822500929
10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6.32477048608941
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5.2744143989752
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,5.37712137618768
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,4.63729206179953
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,4.54123639174786
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6.2371775220081
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,4.40569542172006
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5.33722483405943
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,4.33015015283987
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,6.09711827488122
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5.27635480968686
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,5.57939783264804
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.14462755950073
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,6.78852808046323
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.22268877585579
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7.14611963125618
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,6.39153149640312
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,5.52521167270832
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5.17975621084374
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6.98343114525094
7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5.65077020520255
7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,4.62525951582914
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5.4955537409885
7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,4.97085898834623
